-4.46465,-2.97577,-0.363276,0,255,0
-4.43249,-2.97723,-0.363277,0,255,0
-4.5346,-2.91002,-0.363239,0,255,0
-4.46468,-2.91178,-0.363241,0,255,0
-4.43251,-2.92587,-0.363249,0,255,0
-4.53461,-2.87597,-0.363221,0,255,0
-4.4647,-2.87639,-0.363222,0,255,0
-4.43253,-2.89094,-0.363231,0,255,0
-4.60074,-2.82608,-0.363194,0,255,0
-4.53463,-2.82699,-0.363195,0,255,0
-4.46472,-2.83151,-0.363197,0,255,0
-4.65561,-2.76621,-0.363163,0,255,0
-4.60077,-2.7711,-0.363165,0,255,0
-4.53465,-2.78578,-0.363173,0,255,0
-4.85098,-2.70459,-0.363127,0,255,0
-4.78941,-2.70761,-0.363131,0,255,0
-4.68233,-2.71666,-0.363134,0,255,0
-4.60079,-2.73491,-0.363145,0,255,0
-5.05709,-2.66546,-0.363107,0,255,0
-5.00661,-2.66553,-0.363106,0,255,0
-4.95827,-2.67158,-0.363111,0,255,0
-4.90619,-2.67642,-0.363113,0,255,0
-4.85099,-2.67642,-0.363113,0,255,0
-4.79463,-2.67802,-0.363114,0,255,0
-4.68141,-2.68735,-0.36312,0,255,0
-5.1787,-2.60923,-0.363074,0,0,255
-5.11991,-2.62047,-0.363081,0,85,170
-5.08299,-2.63418,-0.363089,0,153,101
-5.00663,-2.63088,-0.363088,0,66,188
-4.95828,-2.6459,-0.363094,0,255,0
-4.90621,-2.6459,-0.363095,0,255,0
-4.851,-2.6459,-0.363095,0,255,0
-5.21652,-2.56473,-0.36305,85,0,170
-5.17872,-2.56742,-0.363052,63,0,191
-5.11993,-2.57532,-0.363057,0,0,255
-5.08265,-2.57879,-0.363059,0,0,255
-5.21653,-2.54908,-0.363041,255,0,0
-5.17872,-2.54908,-0.363042,255,0,0
-5.11994,-2.54908,-0.363042,255,0,0
-4.20606,-0.326514,-0.363291,0,255,0
-4.16331,-0.347256,-0.363289,0,255,0
-4.14766,-0.351613,-0.363283,0,255,0
